nct_id,titulo,estado,fase,todas_fases,tipo,sponsor,condicion,todas_condiciones,fecha_inicio,año_inicio
NCT04424316,A Trial to Evaluate the Efficacy and Safety of RSVpreF in Infants Born to Women Vaccinated During Pregnancy.,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Pfizer,Respiratory Tract Infection,Respiratory Tract Infection,2020-06-17,2020.0
NCT01610284,Phase III Study of BKM120/Placebo With Fulvestrant in Postmenopausal Patients With Hormone Receptor Positive HER2-negative Locally Advanced or Metastatic Breast Cancer Refractory to Aromatase Inhibitor,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Breast Cancer,Breast Cancer,2012-08-07,2012.0
NCT03306043,"A Multi-center, Open-label Extension, Safety Study of Mepolizumab in Subjects With Hypereosinophilic Syndrome (HES) From Study 200622",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,Hypereosinophilic Syndrome,Hypereosinophilic Syndrome,2017-11-13,2017.0
NCT05070884,Clinical Validation of Radiomics Artificial Intelligence: Application to Breast Cancer Treatment Planning,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Instituto de Investigacion Sanitaria La Fe,Breast Cancer,Breast Cancer,2023-06-01,2023.0
NCT06347133,Phase 3 Study of Plozasiran in Adults With Hypertriglyceridemia,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Arrowhead Pharmaceuticals,Hypertriglyceridemia,Hypertriglyceridemia,2024-05-21,2024.0
NCT00918138,Study To Evaluate 24 Hour Blood Sugar Control (24-hour Mean Weighted Glucose) In Subjects That Are Taking Saxagliptin 5 mg Added Onto Metformin XR 1500 XR mg Compared To Subjects Taking Metformin XR 1500 mg Up-titrated To Metformin XR 2000 mg,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Type 2 Diabetes,Type 2 Diabetes,2009-08,2009.0
NCT07088926,"A Study to Evaluate the Efficacy, Safety, and PK of AZD0292 Administered IV in Participants 12 Years of Age and Older With Bronchiectasis and Chronic Pseudomonas Aeruginosa Colonization",RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,AstraZeneca,Bronchiectasis With Pseudomonas Aeruginosa Colonization,Bronchiectasis With Pseudomonas Aeruginosa Colonization,2025-11-06,2025.0
NCT06914908,Long-term Safety and Efficacy Evaluation of Lunsekimig in Adult Participants With Chronic Rhinosinusitis With Nasal Polyps (CRSwNP) Who Completed a Previous Lunsekimig CRSwNP Study,RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Sanofi,Chronic Rhinosinusitis With Nasal Polyps,Chronic Rhinosinusitis With Nasal Polyps,2025-05-12,2025.0
NCT03950076,EdoxabaN foR IntraCranial Hemorrhage Survivors With Atrial Fibrillation (ENRICH-AF),ACTIVE_NOT_RECRUITING,PHASE4,PHASE4,INTERVENTIONAL,Population Health Research Institute,Intracranial Hemorrhages,Intracranial Hemorrhages; Atrial Fibrillation,2019-09-20,2019.0
NCT05798676,Maternal Characteristics Associated With Child Growth and Adiposity,RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Instituto de Desarrollo e Investigaciones Pediátricas Prof. Dr. Fernando E. Viteri,Obesity,"Obesity; Obesity, Infant",2019-05-02,2019.0
NCT02747017,Observational Study of C. Diff in Post-Transplant Patients,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,University of Minnesota,Clostridium Difficile,Clostridium Difficile,2016-08-22,2016.0
NCT03090139,Sub-optimal Response to Anti-Tumor Necrosis Factor's in Inflammatory Bowel Disease in Emerging Markets,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Takeda,"Colitis, Ulcerative","Colitis, Ulcerative; Crohn Disease; Inflammatory Bowel Diseases",2017-03-28,2017.0
NCT04227457,Prospective Epidemiological Study of Metastatic Non Small Cell Lung Cancer (NSCLC) in Latin America,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Latin American Cooperative Oncology Group,Lung Cancer,Lung Cancer,2018-07-25,2018.0
NCT07405801,A Phase II Study Evaluating the Efficacy and Safety of Inavolisib Plus Ribociclib Plus Fulvestrant Versus Placebo Plus Ribociclib Plus Fulvestrant in Participants With Advanced Breast Cancer,RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Breast Cancer,Breast Cancer,2026-04-07,2026.0
NCT04776265,RWE of Brentuximab Vedotin Consolidation in Patients With RR HL Who Receive Salvage Chemotherapy and ASCT,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Grupo Argentino de Tratamiento de la Leucemia Aguda,"Hodgkin Lymphoma, Adult","Hodgkin Lymphoma, Adult; Relapsed Hodgkin's Disease, Adult; Refractory Hodgkin Lymphoma",2021-06-01,2021.0
NCT00002499,Combination Chemotherapy in Treating Children With Relapsed Acute Lymphocytic Leukemia,UNKNOWN,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Grupo Argentino de Tratamiento de la Leucemia Aguda,Leukemia,Leukemia,1990-01,1990.0
NCT00577395,Bone Microarchitecture in Osteopenic Postmenopausal Women,TERMINATED,PHASE4,PHASE4,INTERVENTIONAL,Warner Chilcott,Osteoporosis,Osteoporosis,2008-07,2008.0
NCT06962800,A Study to Learn More About the Effects and Safety of Felzartamab Infusions in Adults With Primary Membranous Nephropathy (PMN),RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Biogen,Primary Membranous Nephropathy,Primary Membranous Nephropathy,2025-05-22,2025.0
NCT04864392,"Study of Efficacy, Safety, and Tolerability of LNA043 in Patients With Knee Osteoarthritis",TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,Novartis Pharmaceuticals,Osteoarthritis,Osteoarthritis,2021-05-31,2021.0
NCT00479401,"Efficacy, Safety, Tolerability of Pramipexol ER Versus Pramipexol IR Versus Placebo in Early PD Patients",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Boehringer Ingelheim,Early Parkinson Disease (Early PD),Early Parkinson Disease (Early PD),2007-05,2007.0
NCT00087711,A Randomized Phase 3 Trial of Pemetrexed and Cisplatin Versus Gemcitabine and Cisplatin in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Non Small Cell Lung Carcinoma,Non Small Cell Lung Carcinoma,2004-07,2004.0
NCT02867111,Sperm Selection for Infertility Treatment (SSA),UNKNOWN,NA,NA,INTERVENTIONAL,Universidad Nacional de Córdoba,Infertility,Infertility,2016-08,2016.0
NCT00558337,"Efficacy, Safety, and Pharmacokinetics/Pharmacodynamic Study of L-Dopa/Carbidopa To Treat Parkinson's Disease",COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Osmotica Pharmaceutical US LLC,Parkinson's Disease,Parkinson's Disease,2007-11,2007.0
NCT05444972,"A Study to Explore Treatment Patterns, Treatment Outcomes, Healthcare Resource Utilization in Adult Participants With Myelofibrosis Through Chart Review",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,AbbVie,Myelofibrosis,Myelofibrosis,2022-08-23,2022.0
NCT03523728,A Medical Research Study Designed to Determine if Venglustat Can be a Future Treatment for ADPKD Patients,TERMINATED,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,"Genzyme, a Sanofi Company","Polycystic Kidney, Autosomal Dominant","Polycystic Kidney, Autosomal Dominant",2018-10-04,2018.0
NCT01674712,A 12-week Study to Compare the Efficacy and Safety of Fixed Combinations of Fenofibrate/Simvastatin 145/20mg and Fenofibrate/Simvastatin 145/40mg Tablets Versus Fenofibrate or Simvastatin Monotherapies in Subjects With Abnormal Blood Levels of Fats (Lipids) and at High Risk of Cardiovascular Disease,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Abbott,Dyslipidemia,Dyslipidemia,2012-06,2012.0
